"property_id","price"
"0006c9478f4e7edc53d84916",460306419
"00076c8f390d5dcccc133309",968306389
"001399d3861c5792ccb8b515",1202569420
"0016e35cfd881ee2e37b49b3",802545985
"001c03f6103d35389825b62e",775356843
"001d77bfb387bdf0b53e9e83",746760698
"001dbdd202e9908ee42713a8",986043816
"00304df33a3c9a7e396ddd3a",874530001
"0037d98f6ac46a86e36def45",670763334
"0038a3b703f4ec779bbcfe6b",558157633
"004776514ad269b380581066",431304208
"004c9da9ef1b3b5e309e475a",592328306
"00571815d5a7f208eb3e7737",1193422625
"00586a92b53f4a8f9f6b3022",872099724
"005ab848b35907e42aa0f4f2",1341061696
"0064cd1c55914cc8370a096f",587756885
"0083ef74db679d22463a1afe",687986245
"00858277a3cf4f31b8e3f738",656029195
"008c7a02d158f3b17ee8e015",510631578
"00a5133e7373eae3f0be8f2e",490027279
"00af33cff3ff7c6927306df4",616392899
"00ba709f184e70be13e5bf9b",656011678
"00bff9be2d524083e3b3149d",727108881
"00c1165df93a4cfe679f54e2",839235774
"00c75d59ed4777481a50cbd3",1051762472
"00ce045307538da1b0bb7972",745351938
"00cea81b78d6007eb405d5b3",644265093
"00dd36caffef00fcde85b235",1140734862
"00dea98fbfbfeae74c513bb6",1322637185
"00e7c5894c739852052f566a",779644082
"00e80be4feb1e8593b7713fe",499807538
"00e9afbd1d27062a7bd40a3c",1287361479
"00eb120ba4410ed8efa24a8e",729238034
"00f2621035b1969d53f03fca",889695653
"00f5ba660a4fcf6ddb96220a",609694117
"00f6a62599f25ac506113149",1060723464
"0100b3a412accebf6a3aa4b1",416937085
"01018b9796a105be650ec802",1172021831
"010e676743f6afc01fd0838b",1257772465
"011a6d0f12ba108ef15076b4",436996321
"011c2017b63235bf0ed3f241",516515754
"01230eede2a4a74ec4ee5105",937441303
"0123237414f757b9c3809f88",1104834964
"012b8d616667a6dcece0dfaf",798508909
"013e2a07f94a99323b64d370",1423572066
"014799b9ef7d5244fb6640ff",1286612786
"0152ffa8757aaaf417e9f997",1211197081
"015d17895f32e2a8b616ca1b",786796703
"01636da0aa2bc223af023a13",757923190
"016bb199b12846ccb0b03191",851996678
"016dd08801ad1a1e7f6e695b",1621611135
"0172678cb0737e21a317eda4",383000170
"017487de3455d9f642a7fadc",928316993
"0181972aeb6bf451012a47c6",1069873032
"0183b38955437e8d0128a013",1321172291
"019cd320e02a64ba3ba9a37d",855032802
"019f4a25794ef01294845b51",844869911
"01a5a230e8a808d844e64397",1419987029
"01abe3cfc94be46c1153c82d",847447338
"01afa737bcfa6b1ab530eb09",1190215122
"01b78983d268b52137e5ac1b",428069410
"01b7bb1556b5c32df8f618cc",904539243
"01cac7d033166094ab9f87b0",732466509
"01cda25ee8545b9fe19717ed",1365773123
"01db5867a69f8ea7849d69e8",1561640226
"01e033f5bd502c4ad398ece7",545207127
"01e907d7672006fa2bba8b0f",472495770
"01e9c7531cf3c63c04b9189f",730578712
"01eb0a2c1033c30830161321",657284173
"01edceb6c5afc2af1e129e86",357734970
"01f6c99999c154461765f4c4",611949651
"01f855427cbe3eb51b38288f",840858866
"01f8b6799e2910f7769db175",1014544145
