"property_id","price"
"0006c9478f4e7edc53d84916",493312579.394568
"00076c8f390d5dcccc133309",783646104.867798
"001399d3861c5792ccb8b515",1214613890.29375
"0016e35cfd881ee2e37b49b3",826359827.597487
"001c03f6103d35389825b62e",833985090.203329
"001d77bfb387bdf0b53e9e83",845183898.667472
"001dbdd202e9908ee42713a8",844615848.818438
"00304df33a3c9a7e396ddd3a",737486154.000694
"0037d98f6ac46a86e36def45",851394729.716236
"0038a3b703f4ec779bbcfe6b",471347632.653763
"004776514ad269b380581066",542925478.743909
"004c9da9ef1b3b5e309e475a",625810603.490098
"00571815d5a7f208eb3e7737",1295091938.98521
"00586a92b53f4a8f9f6b3022",769277004.288511
"005ab848b35907e42aa0f4f2",1466565633.01185
"0064cd1c55914cc8370a096f",497512306.407762
"0083ef74db679d22463a1afe",701024777.7079
"00858277a3cf4f31b8e3f738",658034386.678171
"008c7a02d158f3b17ee8e015",661090266.782706
"00a5133e7373eae3f0be8f2e",696478595.421102
"00af33cff3ff7c6927306df4",690483552.30759
"00ba709f184e70be13e5bf9b",557337339.429414
"00bff9be2d524083e3b3149d",599738322.603318
"00c1165df93a4cfe679f54e2",954357514.980716
"00c75d59ed4777481a50cbd3",1137686788.99782
"00ce045307538da1b0bb7972",778386680.857637
"00cea81b78d6007eb405d5b3",570774356.488887
"00dd36caffef00fcde85b235",1132910795.9007
"00dea98fbfbfeae74c513bb6",1283223298.86053
"00e7c5894c739852052f566a",757494297.04538
"00e80be4feb1e8593b7713fe",513653513.329047
"00e9afbd1d27062a7bd40a3c",1123076100.1528
"00eb120ba4410ed8efa24a8e",699006098.401365
"00f2621035b1969d53f03fca",934431769.330652
"00f5ba660a4fcf6ddb96220a",633984818.159193
"00f6a62599f25ac506113149",992252875.181895
"0100b3a412accebf6a3aa4b1",472487608.421881
"01018b9796a105be650ec802",1127448038.90921
"010e676743f6afc01fd0838b",1138514359.79508
"011a6d0f12ba108ef15076b4",403534116.542895
"011c2017b63235bf0ed3f241",550499249.102689
"01230eede2a4a74ec4ee5105",977909075.866101
"0123237414f757b9c3809f88",719949971.449646
"012b8d616667a6dcece0dfaf",694048937.708018
"013e2a07f94a99323b64d370",892371467.661609
"014799b9ef7d5244fb6640ff",1027968575.15644
"0152ffa8757aaaf417e9f997",1819721789.94649
"015d17895f32e2a8b616ca1b",821219275.157434
"01636da0aa2bc223af023a13",699026763.75998
"016bb199b12846ccb0b03191",739762499.356775
"016dd08801ad1a1e7f6e695b",1098943775.75846
"0172678cb0737e21a317eda4",536045162.602816
"017487de3455d9f642a7fadc",903325736.057353
"0181972aeb6bf451012a47c6",916068924.999657
"0183b38955437e8d0128a013",956688400.207147
"019cd320e02a64ba3ba9a37d",739631746.75589
"019f4a25794ef01294845b51",885991578.74294
"01a5a230e8a808d844e64397",1250968263.75986
"01abe3cfc94be46c1153c82d",934859891.018242
