"property_id","price"
"0006c9478f4e7edc53d84916",505296625.092929
"00076c8f390d5dcccc133309",788958200.630167
"001399d3861c5792ccb8b515",1271519227.26557
"0016e35cfd881ee2e37b49b3",860683239.995381
"001c03f6103d35389825b62e",851051018.019351
"001d77bfb387bdf0b53e9e83",855387858.937376
"001dbdd202e9908ee42713a8",852378795.134405
"00304df33a3c9a7e396ddd3a",748636028.397978
"0037d98f6ac46a86e36def45",885515566.533523
"0038a3b703f4ec779bbcfe6b",489270117.890566
"004776514ad269b380581066",549544394.196455
"004c9da9ef1b3b5e309e475a",634291175.201355
"00571815d5a7f208eb3e7737",1366133907.63533
"00586a92b53f4a8f9f6b3022",783272960.720361
"005ab848b35907e42aa0f4f2",1541388373.1272
"0064cd1c55914cc8370a096f",511019258.363687
"0083ef74db679d22463a1afe",722653433.843955
"00858277a3cf4f31b8e3f738",658820843.38386
"008c7a02d158f3b17ee8e015",679972237.130062
"00a5133e7373eae3f0be8f2e",710475077.998923
"00af33cff3ff7c6927306df4",696849299.565915
"00ba709f184e70be13e5bf9b",573145915.150882
"00bff9be2d524083e3b3149d",627667053.19614
"00c1165df93a4cfe679f54e2",989249474.314463
"00c75d59ed4777481a50cbd3",1139079617.02704
"00ce045307538da1b0bb7972",772764596.231554
"00cea81b78d6007eb405d5b3",574735339.369778
"00dd36caffef00fcde85b235",1173690024.87136
"00dea98fbfbfeae74c513bb6",1340124574.87523
"00e7c5894c739852052f566a",790952325.673593
"00e80be4feb1e8593b7713fe",507586158.261084
"00e9afbd1d27062a7bd40a3c",1167900370.2022
"00eb120ba4410ed8efa24a8e",729493142.276984
"00f2621035b1969d53f03fca",956474977.820254
"00f5ba660a4fcf6ddb96220a",637913395.472678
"00f6a62599f25ac506113149",1006727278.0566
"0100b3a412accebf6a3aa4b1",484103516.259699
"01018b9796a105be650ec802",1166911909.06666
"010e676743f6afc01fd0838b",1205260288.17715
"011a6d0f12ba108ef15076b4",416545417.69601
"011c2017b63235bf0ed3f241",553314552.742528
"01230eede2a4a74ec4ee5105",994680966.063864
"0123237414f757b9c3809f88",727834758.523787
"012b8d616667a6dcece0dfaf",696832777.626495
"013e2a07f94a99323b64d370",887655565.061814
"014799b9ef7d5244fb6640ff",1085402100.81445
"0152ffa8757aaaf417e9f997",1849124376.31871
"015d17895f32e2a8b616ca1b",845566428.907676
"01636da0aa2bc223af023a13",719870054.871815
"016bb199b12846ccb0b03191",734158801.101293
"016dd08801ad1a1e7f6e695b",1157850677.16359
"0172678cb0737e21a317eda4",526849497.217148
