"property_id","price"
"0006c9478f4e7edc53d84916",478162181
"00076c8f390d5dcccc133309",844828680
"001399d3861c5792ccb8b515",1079412948
"0016e35cfd881ee2e37b49b3",665519608
"001c03f6103d35389825b62e",711381558
"001d77bfb387bdf0b53e9e83",785629016
"001dbdd202e9908ee42713a8",954684719
"00304df33a3c9a7e396ddd3a",858321674
"0037d98f6ac46a86e36def45",575950683
"0038a3b703f4ec779bbcfe6b",505660586
"004776514ad269b380581066",497386456
"004c9da9ef1b3b5e309e475a",605924963
"00571815d5a7f208eb3e7737",1006200906
"00586a92b53f4a8f9f6b3022",796546955
"005ab848b35907e42aa0f4f2",1219198319
"0064cd1c55914cc8370a096f",500904287
"0083ef74db679d22463a1afe",675644773
"00858277a3cf4f31b8e3f738",598300360
"008c7a02d158f3b17ee8e015",486047803
"00a5133e7373eae3f0be8f2e",502300603
"00af33cff3ff7c6927306df4",624743997
"00ba709f184e70be13e5bf9b",660682016
"00bff9be2d524083e3b3149d",654683581
"00c1165df93a4cfe679f54e2",813898217
"00c75d59ed4777481a50cbd3",850090376
"00ce045307538da1b0bb7972",796868564
"00cea81b78d6007eb405d5b3",647709466
"00dd36caffef00fcde85b235",1036814817
"00dea98fbfbfeae74c513bb6",1119088318
"00e7c5894c739852052f566a",745730598
"00e80be4feb1e8593b7713fe",483552731
"00e9afbd1d27062a7bd40a3c",1145785712
"00eb120ba4410ed8efa24a8e",671712668
"00f2621035b1969d53f03fca",847714549
"00f5ba660a4fcf6ddb96220a",673023219
"00f6a62599f25ac506113149",941651183
"0100b3a412accebf6a3aa4b1",402837906
"01018b9796a105be650ec802",908095619
"010e676743f6afc01fd0838b",1025393110
"011a6d0f12ba108ef15076b4",394035109
"011c2017b63235bf0ed3f241",490589965
"01230eede2a4a74ec4ee5105",811701931
"0123237414f757b9c3809f88",918814948
"012b8d616667a6dcece0dfaf",777170225
"013e2a07f94a99323b64d370",1066265323
"014799b9ef7d5244fb6640ff",1241283897
"0152ffa8757aaaf417e9f997",1043246799
"015d17895f32e2a8b616ca1b",753328788
"01636da0aa2bc223af023a13",651630971
"016bb199b12846ccb0b03191",886171490
"016dd08801ad1a1e7f6e695b",1245720617
"0172678cb0737e21a317eda4",395096706
"017487de3455d9f642a7fadc",790234349
"0181972aeb6bf451012a47c6",953693041
"0183b38955437e8d0128a013",1217415185
"019cd320e02a64ba3ba9a37d",767590364
"019f4a25794ef01294845b51",809906140
"01a5a230e8a808d844e64397",1167843845
"01abe3cfc94be46c1153c82d",820959858
"01afa737bcfa6b1ab530eb09",979669087
"01b78983d268b52137e5ac1b",487273436
"01b7bb1556b5c32df8f618cc",664062200
"01cac7d033166094ab9f87b0",740131629
"01cda25ee8545b9fe19717ed",1181792393
"01db5867a69f8ea7849d69e8",1214448144
"01e033f5bd502c4ad398ece7",565429102
"01e907d7672006fa2bba8b0f",476284342
"01e9c7531cf3c63c04b9189f",652178066
"01eb0a2c1033c30830161321",683058236
"01edceb6c5afc2af1e129e86",398814402
"01f6c99999c154461765f4c4",624957455
"01f855427cbe3eb51b38288f",770891180
